,content
323,"Court 2. Beregu Putra.MD1. Eranio/Julian (UNSOED) VS Andika/Ari (UAJY)
Game 2. Skor sementara : 15-11

LIMA Badminton: Kaskus CJYC Season 7

@primawaterID @bliblidotcom @gojekindonesia @McDonalds_ID @kaskus @bolalob @infokost @tiket #LigaMahasiswa #Kaskus https://t.co/4ProWD4Rkb"
324,"Court 2. Beregu Putra.MD1. Eranio/Julian (UNSOED) VS Andika/Ari (UAJY)
Game 1. Skor sementara : 8-7

LIMA Badminton: Kaskus CJYC Season 7

@primawaterID @bliblidotcom @gojekindonesia @McDonalds_ID @kaskus @bolalob @infokost @tiket #LigaMahasiswa #Kaskus"
325,"[NEXT] Court 2. Beregu Putra.MD1. Eranio/Julian (UNSOED) VS Andika/Ari (UAJY)

LIMA Badminton: Kaskus CJYC Season 7

@primawaterID @bliblidotcom @gojekindonesia @McDonalds_ID @kaskus @bolalob @infokost @tiket #LigaMahasiswa #Kaskus"
326,"[RESULT] Game over. Beregu Putra.MS1. 
Patrick Arsy (UAJY) menang atas Rajid Apriawan (UNSOED)
Skor : 10-21, 16-21 

LIMA Badminton: Kaskus CJYC Season 7

@primawaterID @bliblidotcom @gojekindonesia @McDonalds_ID @kaskus @bolalob @infokost @tiket #LigaMahasiswa #Kaskus https://t.co/lFh5zp2XYW"
327,"Court 2. Beregu Putra.MS1. Rajid Apriawan (UNSOED) VS Patrick Arsy (UAJY)
Game 2. Skor sementara : 15-20

LIMA Badminton: Kaskus CJYC Season 7

@primawaterID @bliblidotcom @gojekindonesia @McDonalds_ID @kaskus @bolalob @infokost @tiket #LigaMahasiswa #Kaskus"
328,"Court 2. Beregu Putra.MS1. Rajid Apriawan (UNSOED) VS Patrick Arsy (UAJY)
Game 2. Skor sementara : 14-16

LIMA Badminton: Kaskus CJYC Season 7

@primawaterID @bliblidotcom @gojekindonesia @McDonalds_ID @kaskus @bolalob @infokost @tiket #LigaMahasiswa #Kaskus https://t.co/wLoRzYQVaL"
329,"Court 2. Beregu Putra.MS1. Rajid Apriawan (UNSOED) VS Patrick Arsy (UAJY)
Game 2. Skor sementara : 11-11

LIMA Badminton: Kaskus CJYC Season 7

@primawaterID @bliblidotcom @gojekindonesia @McDonalds_ID @kaskus @bolalob @infokost @tiket #LigaMahasiswa #Kaskus"
330,"Court 2. Beregu Putra.MS1. Rajid Apriawan (UNSOED) VS Patrick Arsy (UAJY)
Game 2. Skor sementara : 6-5

LIMA Badminton: Kaskus CJYC Season 7

@primawaterID @bliblidotcom @gojekindonesia @McDonalds_ID @kaskus @bolalob @infokost @tiket #LigaMahasiswa #Kaskus"
331,"Court 2. Beregu Putra.MS1. Rajid Apriawan (UNSOED) VS Patrick Arsy (UAJY)
Game 1. Skor : 10-21

LIMA Badminton: Kaskus CJYC Season 7

@primawaterID @bliblidotcom @gojekindonesia @McDonalds_ID @kaskus @bolalob @infokost @tiket #LigaMahasiswa #Kaskus https://t.co/ST0qoiCIoy"
332,"[NEXT] Court 2. Beregu Putra.MS1. Rajid Apriawan (UNSOED) VS Patrick Arsy (UAJY)

LIMA Badminton: Kaskus Central Java &amp; Special Region of Yogyakarta Conference 

@primawaterID @bliblidotcom @gojekindonesia @McDonalds_ID @kaskus @bolalob @infokost @tiket #LigaMahasiswa #Kaskus"
333,"[NEXT] Court 2. Beregu Putra.UAJY VS UNNES

LIMA Badminton: Kaskus Central Java &amp; Special Region of Yogyakarta Conference 

@primawaterID @bliblidotcom @gojekindonesia @McDonalds_ID @kaskus @bolalob @infokost @tiket #LigaMahasiswa #AwalMasaDepan #LIMABadmintonCJYC #Kaskus https://t.co/6inKMOPlJM"
334,"Seminar Nasional “Defining Industry Tomorrow” – UAJY,  29 April 2019 https://t.co/72rXd60vfQ #event #infoevent #mediapartner #haievent https://t.co/dldmqusbUb"
335,UAJY Buka Prodi Magister Teknik Industri https://t.co/sCaxRsTDcV via @harian_jogja #UAJYBerita #UAJY #AtmaJogja
336,UAJY Buka Prodi Magister Teknik Industri https://t.co/qZE2OJpiBR https://t.co/nDoSerkDDa
337,"ECONOMIC PROJECT —@eproject_uajy
.
Feast ke Jogja lagi Dabs! Selain itu ada Ardhito Pramono, Illumine, Kasino Brothers tanggal 27 April 2019 di Gedung Thomas Aquinas UAJY yessss
.
See ya at venue Dabs🍻 https://t.co/s8FKASUMkn"
338,"[RESULT] Game over. Beregu Putra. D. Adhitya/Surya/Revrida (UNNES) menang atas Andika/Teofilus/Nicolas (UAJY)  
Skor : 14-21, 15-21
Lima Badminton: Kaskus CJYC Season 7
@primawaterID @bliblidotcom @gojekindonesia @McDonalds_ID @kaskus @bolalob @infokost @tiket
#LigaMahasiswa https://t.co/Qz75zi8bmg"
339,"Court 2. Beregu Putra. D. Andika/Teofilus/Nicolas (UAJY) VS Adhitya/Surya/Revrida (UNNES)
Game 2. Skor sementara : 11-16

Lima Badminton: Kaskus CJYC Season 7
@primawaterID @bliblidotcom @gojekindonesia @McDonalds_ID @kaskus @bolalob @infokost @tiket
#LigaMahasiswa #Kaskus https://t.co/hJQAcTleS7"
340,"Court 2. Beregu Putra. D. Andika/Teofilus/Nicolas (UAJY) VS Adhitya/Surya/Revrida (UNNES)
Game 2. Skor : 7-13

Lima Badminton: Kaskus CJYC Season 7
@primawaterID @bliblidotcom @gojekindonesia @McDonalds_ID @kaskus @bolalob @infokost @tiket
#LigaMahasiswa #Kaskus"
341,"Court 2. Beregu Putra. D. Andika/Teofilus/Nicolas (UAJY) VS Adhitya/Surya/Revrida (UNNES)
Game 2. Skor : 5-9

Lima Badminton: Kaskus CJYC Season 7
@primawaterID @bliblidotcom @gojekindonesia @McDonalds_ID @kaskus @bolalob @infokost @tiket
#LigaMahasiswa #Kaskus"
342,"Court 2. Beregu Putra. D. Andika/Teofilus/Nicolas (UAJY) VS Adhitya/Surya/Revrida (UNNES)
Game 1. Skor : 14-21

Lima Badminton: Kaskus CJYC Season 7
@primawaterID @bliblidotcom @gojekindonesia @McDonalds_ID @kaskus @bolalob @infokost @tiket
#LigaMahasiswa #Kaskus https://t.co/f6F7a079DO"
343,"Court 2. Beregu Putra. D. Andika/Teofilus/Nicolas (UAJY) VS Adhitya/Surya/Revrida (UNNES)
Game 1. Skor sementara : 8-16

Lima Badminton: Kaskus CJYC Season 7
@primawaterID @bliblidotcom @gojekindonesia @McDonalds_ID @kaskus @bolalob @infokost @tiket
#LigaMahasiswa #Kaskus https://t.co/XL8oENhOqx"
344,"Court 2. Beregu Putra. D. Andika/Teofilus/Nicolas (UAJY) VS Adhitya/Surya/Revrida (UNNES)
Game 1. Skor sementara : 3-9

Lima Badminton: Kaskus CJYC Season 7
@primawaterID @bliblidotcom @gojekindonesia @McDonalds_ID @kaskus @bolalob @infokost @tiket
#LigaMahasiswa #Kaskus"
345,"[NEXT] Court 2. Beregu Putra. D. Andika/Teofilus/Nicolas (UAJY) VS Adhitya/Surya/Revrida (UNNES)

Lima Badminton: Kaskus CJYC Season 7
@primawaterID @bliblidotcom @gojekindonesia @McDonalds_ID @kaskus @bolalob @infokost @tiket
#LigaMahasiswa #Kaskus"
346,"[NEXT] Court 2. Beregu Putra. D. Andika/Teofilus/Nicolas (UAJY) VS Adhitya/Surya/Revrida (UNNES)

Lima Badminton: Kaskus CJYC Season 7

@primawaterID @bliblidotcom @gojekindonesia @McDonalds_ID @kaskus @bolalob @infokost @tiket
#LigaMahasiswa #Kaskus"
347,"[RESULT] Game Over. Beregu Putra. MD1. 
Dipa/Muhammad (UNNES) menang atas Lerry/Patrick (UAJY)
Skor : 15-21, 14-21

Lima Badminton: Kaskus CJYC Season 7

@primawaterID @bliblidotcom @gojekindonesia @McDonalds_ID @kaskus @bolalob @infokost @tiket
#LigaMahasiswa #Kaskus https://t.co/ia8D21j7KF"
348,"Court 2. Beregu Putra. MD1. Lerry/Patrick (UAJY) VS Dipa/Muhammad (UNNES)
Game 2. Skor sementara : 9-16

Lima Badminton: Kaskus CJYC Season 7

@primawaterID @bliblidotcom @gojekindonesia @McDonalds_ID @kaskus @bolalob @infokost @tiket
#LigaMahasiswa #Kaskus https://t.co/2ZKmEGAIPi"
349,"Court 2. Beregu Putra. MD1. Lerry/Patrick (UAJY) VS Dipa/Muhammad (UNNES)
Game 2. Skor sementara : 5-8

Lima Badminton: Kaskus CJYC Season 7

@primawaterID @bliblidotcom @gojekindonesia @McDonalds_ID @kaskus @bolalob @infokost @tiket
#LigaMahasiswa #Kaskus"
350,"Court 2. Beregu Putra. MD1. Lerry/Patrick (UAJY) VS Dipa/Muhammad (UNNES)
Game 2. Skor sementara : 4-7

Lima Badminton: Kaskus CJYC Season 7

@primawaterID @bliblidotcom @gojekindonesia @McDonalds_ID @kaskus @bolalob @infokost @tiket
#LigaMahasiswa #Kaskus https://t.co/PKhNFO2BH7"
351,"Court 2. Beregu Putra. MD1. Lerry/Patrick (UAJY) VS Dipa/Muhammad (UNNES)
Game 1. Skor : 15-21

Lima Badminton: Kaskus CJYC Season 7

@primawaterID @bliblidotcom @gojekindonesia @McDonalds_ID @kaskus @bolalob @infokost @tiket
#LigaMahasiswa #Kaskus"
352,"Court 2. Beregu Putra. MD1. Lerry/Patrick (UAJY) VS Dipa/Muhammad (UNNES)
Game 1. Skor sementara : 13-19

Lima Badminton: Kaskus CJYC Season 7

@primawaterID @bliblidotcom @gojekindonesia @McDonalds_ID @kaskus @bolalob @infokost @tiket
#LigaMahasiswa #Kaskus"
353,"Court 2. Beregu Putra. MD1. Lerry/Patrick (UAJY) VS Dipa/Muhammad (UNNES)
Game 1. Skor sementara : 12-17

Lima Badminton: Kaskus CJYC Season 7

@primawaterID @bliblidotcom @gojekindonesia @McDonalds_ID @kaskus @bolalob @infokost @tiket
#LigaMahasiswa #Kaskus"
354,"[RESULT] Beregu Putra. MS1. Moch Revidra (UNNES) menang atas Nicolas Susanto (UAJY) 
Skor : 14-21, 6-21
Lima Badminton: Kaskus CJYC Season 7

@primawaterID @bliblidotcom @gojekindonesia @McDonalds_ID @kaskus @bolalob @infokost @tiket
#LigaMahasiswa #Kaskus https://t.co/Jps7dC4vt0"
355,"Court 2. Beregu Putra. MS1. Nicolas Susanto (UAJY) VS Moch Revidra (UNNES)
Game 2. Skor sementara : 6-19
Lima Badminton: Kaskus CJYC Season 7

@primawaterID @bliblidotcom @gojekindonesia @McDonalds_ID @kaskus @bolalob @infokost @tiket
#LigaMahasiswa #Kaskus https://t.co/pLu4lrD8lY"
356,"Court 2. Beregu Putra. MS1. Nicolas Susanto (UAJY) VS Moch Revidra (UNNES)
Game 2. Skor sementara : 2-14
Lima Badminton: Kaskus CJYC Season 7

@primawaterID @bliblidotcom @gojekindonesia @McDonalds_ID @kaskus @bolalob @infokost @tiket
#LigaMahasiswa #Kaskus"
357,"Court 2. Beregu Putra. MS1. Nicolas Susanto (UAJY) VS Moch Revidra (UNNES)
Game 2. Skor sementara : 2-8
Lima Badminton: Kaskus CJYC Season 7

@primawaterID @bliblidotcom @gojekindonesia @McDonalds_ID @kaskus @bolalob @infokost @tiket
#LigaMahasiswa #Kaskus"
358,"Court 2. Beregu Putra. MS1. Nicolas Susanto (UAJY) VS Moch Revidra (UNNES)
Game 1. Skor sementara : 14-21
Lima Badminton: Kaskus CJYC Season 7

@primawaterID @bliblidotcom @gojekindonesia @McDonalds_ID @kaskus @bolalob @infokost @tiket
#LigaMahasiswa #Kaskus"
359,"Court 2. Beregu Putra. MS1. Nicolas Susanto (UAJY) VS Moch Revidra (UNNES)
Game 1. Skor sementara : 11-18
Lima Badminton: Kaskus CJYC Season 7

@primawaterID @bliblidotcom @gojekindonesia @McDonalds_ID @kaskus @bolalob @infokost @tiket
#LigaMahasiswa #Kaskus https://t.co/qxp6Xlwd6y"
360,"Court 2. Beregu Putra. MS1. Nicolas Susanto (UAJY) VS Moch Revidra (UNNES)
Game 1. Skor sementara : 6-12
Lima Badminton: Kaskus CJYC Season 7

@primawaterID @bliblidotcom @gojekindonesia @McDonalds_ID @kaskus @bolalob @infokost @tiket
#LigaMahasiswa #Kaskus https://t.co/o0G0Rv6y30"
361,"Court 2. Beregu Putra. MS1. Nicolas Susanto (UAJY) VS Moch Revidra (UNNES)
Game 1. Skor sementara : 5-10
Lima Badminton: Kaskus CJYC Season 7

@primawaterID @bliblidotcom @gojekindonesia @McDonalds_ID @kaskus @bolalob @infokost @tiket
#LigaMahasiswa #Kaskus"
362,"Court 2. Beregu Putra. MS1. Nicolas Susanto (UAJY) VS Moch Revidra (UNNES)
Game 1. Skor sementara : 4-5
Lima Badminton: Kaskus CJYC Season 7

@primawaterID @bliblidotcom @gojekindonesia @McDonalds_ID @kaskus @bolalob @infokost @tiket
#LigaMahasiswa #Kaskus"
363,"[NEXT] Court 2. Beregu Putra. MS1. Nicolas Susanto (UAJY) VS Moch Revidra (UNNES)

Lima Badminton: Kaskus CJYC Season 7

@primawaterID @bliblidotcom @gojekindonesia @McDonalds_ID @kaskus @bolalob @infokost @tiket
#LigaMahasiswa #Kaskus"
364,"RT Harian_Jogja ""UAJY Buka Prodi Magister Teknik Industri https://t.co/cUEg9L77Ks https://t.co/muUxcwXsjN"""
365,UAJY Buka Prodi Magister Teknik Industri https://t.co/w5PdTe4bk7 https://t.co/CdjZ2pxZfK
366,1 kata buat mahasiswi uajy GOBLOK!
367,UAJY Kantongi Izin Magister Teknik Industri  https://t.co/arZVItZ0dB via @radarjogja
368,"-KELOMPOK STUDI BIOLOGI FAKULTAS TEKNOBIOLOGI UAJY -
mempersembahkan :
Talk Show Ekoeduwisata &amp; Diseminasi
""Be an Earth Warrior""
📅 Minggu, 14 April 2019
🕘 09.00-14.00 WIB
📍Auditorium… https://t.co/IOGpWOW4NE"
369,"[RESULT] Game Over. Beregu Putra. MD2. Lerry/Robertus (UAJY) menang atas Wahyu/Yahya (UII)
Skor : 21-15, 23-21

LIMA Badminton: Kaskus CJYC Season 7

@primawaterID @bliblidotcom @gojekindonesia @McDonalds_ID @kaskus @bolalob @infokost @tiket #LigaMahasiswa #Kaskus https://t.co/fDi3dByTWy"
370,"Court 2. Beregu Putra. MD2. Lerry/Robertus (UAJY) VS Wahyu/Yahya (UII)
Game 2. Skor : 16-16

LIMA Badminton: Kaskus CJYC Season 7

@primawaterID @bliblidotcom @gojekindonesia @McDonalds_ID @kaskus @bolalob @infokost @tiket #LigaMahasiswa #Kaskus"
371,"Court 2. Beregu Putra. MD2. Lerry/Robertus (UAJY) VS Wahyu/Yahya (UII)
Game 2. Skor : 15-13

LIMA Badminton: Kaskus CJYC Season 7

@primawaterID @bliblidotcom @gojekindonesia @McDonalds_ID @kaskus @bolalob @infokost @tiket #LigaMahasiswa #Kaskus"
372,"Court 2. Beregu Putra. MD2. Lerry/Robertus (UAJY) VS Wahyu/Yahya (UII)
Game 2. Skor : 2-0

LIMA Badminton: Kaskus CJYC Season 7

@primawaterID @bliblidotcom @gojekindonesia @McDonalds_ID @kaskus @bolalob @infokost @tiket #LigaMahasiswa #Kaskus"
373,"Court 2. Beregu Putra. MD2. Lerry/Robertus (UAJY) VS Wahyu/Yahya (UII)
Game 1. Skor : 21-15

LIMA Badminton: Kaskus CJYC Season 7

@primawaterID @bliblidotcom @gojekindonesia @McDonalds_ID @kaskus @bolalob @infokost @tiket #LigaMahasiswa #Kaskus"
374,"Court 2. Beregu Putra. MD2. Lerry/Robertus (UAJY) VS Wahyu/Yahya (UII)
Game 1. Skor sementara : 20-15

LIMA Badminton: Kaskus CJYC Season 7

@primawaterID @bliblidotcom @gojekindonesia @McDonalds_ID @kaskus @bolalob @infokost @tiket #LigaMahasiswa #Kaskus"
375,"Court 2. Beregu Putra. MD2. Lerry/Robertus (UAJY) VS Wahyu/Yahya (UII)
Game 1. Skor sementara : 14-8

LIMA Badminton: Kaskus CJYC Season 7

@primawaterID @bliblidotcom @gojekindonesia @McDonalds_ID @kaskus @bolalob @infokost @tiket #LigaMahasiswa #Kaskus"
376,@BerryHasan @uajy Kok ga bungkus satu koh 🤭
377,"Court 2. Beregu Putra. MD2. Lerry/Robertus (UAJY) VS Wahyu/Yahya (UII)
Game 1. Skor sementara : 10-4

LIMA Badminton: Kaskus CJYC Season 7

@primawaterID @bliblidotcom @gojekindonesia @McDonalds_ID @kaskus @bolalob @infokost @tiket #LigaMahasiswa #Kaskus"
378,"[RESULT] Game Over. Beregu Putra. MS2. Muhammad Rahmat (UII) menang atas  Andika Dwi (UAJY) 
Skor : 14-21, 18-21

LIMA Badminton: Kaskus CJYC Season 7

@primawaterID @bliblidotcom @gojekindonesia @McDonalds_ID @kaskus @bolalob @infokost @tiket #LigaMahasiswa #Kaskus"
379,"Court 2. Beregu Putra. MS2. Andika Dwi (UAJY) VS Muhammad Rahmat (UII)
Game 2. Skor sementara : 18-10

LIMA Badminton: Kaskus CJYC Season 7

@primawaterID @bliblidotcom @gojekindonesia @McDonalds_ID @kaskus @bolalob @infokost @tiket #LigaMahasiswa #Kaskus"
380,"Court 2. Beregu Putra. MS2. Andika Dwi (UAJY) VS Muhammad Rahmat (UII)
Game 2. Skor sementara : 11-7

LIMA Badminton: Kaskus CJYC Season 7

@primawaterID @bliblidotcom @gojekindonesia @McDonalds_ID @kaskus @bolalob @infokost @tiket #LigaMahasiswa #Kaskus https://t.co/qCsjfoJtcl"
381,"Court 2. Beregu Putra. MS2. Andika Dwi (UAJY) VS Muhammad Rahmat (UII)
Game 2. Skor sementara : 8-11

LIMA Badminton: Kaskus CJYC Season 7

@primawaterID @bliblidotcom @gojekindonesia @McDonalds_ID @kaskus @bolalob @infokost @tiket #LigaMahasiswa #Kaskus"
382,"Court 2. Beregu Putra. MS2. Andika Dwi (UAJY) VS Muhammad Rahmat (UII)
Game 2. Skor sementara : 8-3

LIMA Badminton: Kaskus CJYC Season 7

@primawaterID @bliblidotcom @gojekindonesia @McDonalds_ID @kaskus @bolalob @infokost @tiket #LigaMahasiswa #Kaskus"
383,"Court 2. Beregu Putra. MS2. Andika Dwi (UAJY) VS Muhammad Rahmat (UII)
Game 1. Skor : 21-14

LIMA Badminton: Kaskus CJYC Season 7

@primawaterID @bliblidotcom @gojekindonesia @McDonalds_ID @kaskus @bolalob @infokost @tiket #LigaMahasiswa #Kaskus https://t.co/J0SQXnVXhp"
384,"Court 2. Beregu Putra. MS2. Andika Dwi (UAJY) VS Muhammad Rahmat (UII)
Game 1. Skor sementara : 13-9

LIMA Badminton: Kaskus CJYC Season 7

@primawaterID @bliblidotcom @gojekindonesia @McDonalds_ID @kaskus @bolalob @infokost @tiket #LigaMahasiswa #Kaskus"
385,"Court 2. Beregu Putra. MS2. Andika Dwi (UAJY) VS Muhammad Rahmat (UII)
Game 1. Skor sementara : 5-6

LIMA Badminton: Kaskus CJYC Season 7

@primawaterID @bliblidotcom @gojekindonesia @McDonalds_ID @kaskus @bolalob @infokost @tiket #LigaMahasiswa #Kaskus"
386,@uajy bisakah memberi info jika ingin mendownload sk akreditasi s2 MM link nya dimana
387,"[RESULT] Game Over. Beregu Putra. D.
Bayu/Yahya/Wahyu menang atas Lerry/Robertus/Patrick (UAJY) VS  (UII)
Skor : 21-16, 12-21, 4-11

LIMA Badminton: Kaskus CJYC Season 7

@primawaterID @bliblidotcom @gojekindonesia @McDonalds_ID @kaskus @bolalob @infokost @tiket #LigaMahasiswa"
388,"Court 2. Beregu Putra. D. Lerry/Robertus/Patrick (UAJY) VS Bayu/Yahya/Wahyu (UII)
Game 2. Skor : 12-21

LIMA Badminton: Kaskus CJYC Season 7

@primawaterID @bliblidotcom @gojekindonesia @McDonalds_ID @kaskus @bolalob @infokost @tiket #LigaMahasiswa #Kaskus"
389,"Court 2. Beregu Putra. D. Lerry/Robertus/Patrick (UAJY) VS Bayu/Yahya/Wahyu (UII)
Game 1. Skor : 21-16

LIMA Badminton: Kaskus CJYC Season 7

@primawaterID @bliblidotcom @gojekindonesia @McDonalds_ID @kaskus @bolalob @infokost @tiket #LigaMahasiswa #Kaskus"
390,"Court 2. Beregu Putra. D. Lerry/Robertus/Patrick (UAJY) VS Bayu/Yahya/Wahyu (UII)
Game 1. Skor sementara : 16-15

LIMA Badminton: Kaskus CJYC Season 7

@primawaterID @bliblidotcom @gojekindonesia @McDonalds_ID @kaskus @bolalob @infokost @tiket #LigaMahasiswa #Kaskus"
391,"Court 2. Beregu Putra. D. Lerry/Robertus/Patrick (UAJY) VS Bayu/Yahya/Wahyu (UII)
Game 1. Skor sementara : 5-9

LIMA Badminton: Kaskus CJYC Season 7

@primawaterID @bliblidotcom @gojekindonesia @McDonalds_ID @kaskus @bolalob @infokost @tiket #LigaMahasiswa #Kaskus"
392,"[RESULT] Game over. Beregu Putra. MD1. Deffry/Ridho (UII) menang atas Andika/Ari (UAJY)  
Skor : 18-21, 20-22

LIMA Badminton: Kaskus CJYC Season 7

@primawaterID @bliblidotcom @gojekindonesia @McDonalds_ID @kaskus @bolalob @infokost @tiket #LigaMahasiswa #Kaskus https://t.co/Dpjg5mvD8J"
393,"Court 2. Beregu Putra. MD1. Andika/Ari (UAJY) VS Deffry/Ridho (UII)
Game 2. Skor sementara : 18-19

LIMA Badminton: Kaskus CJYC Season 7

@primawaterID @bliblidotcom @gojekindonesia @McDonalds_ID @kaskus @bolalob @infokost @tiket #LigaMahasiswa #Kaskus https://t.co/gYABkXjSek"
394,"Court 2. Beregu Putra. MD1. Andika/Ari (UAJY) VS Deffry/Ridho (UII)
Game 2. Skor sementara : 12-16

LIMA Badminton: Kaskus CJYC Season 7

@primawaterID @bliblidotcom @gojekindonesia @McDonalds_ID @kaskus @bolalob @infokost @tiket #LigaMahasiswa #Kaskus https://t.co/gYABkXjSek"
395,"Court 2. Beregu Putra. MD1. Andika/Ari (UAJY) VS Deffry/Ridho (UII)
Game 2. Skor sementara : 8-9

LIMA Badminton: Kaskus CJYC Season 7

@primawaterID @bliblidotcom @gojekindonesia @McDonalds_ID @kaskus @bolalob @infokost @tiket #LigaMahasiswa #Kaskus"
396,"Court 2. Beregu Putra. MD1. Andika/Ari (UAJY) VS Deffry/Ridho (UII)
Game 1. Skor : 18-21

LIMA Badminton: Kaskus CJYC Season 7

@primawaterID @bliblidotcom @gojekindonesia @McDonalds_ID @kaskus @bolalob @infokost @tiket #LigaMahasiswa #Kaskus"
397,"Info from @pascauajy  -  Magister Manajemen Universitas Atma Jaya Yogyakarta menyelenggarakan Kuliah Umum dengan Tema “Learn From Tokopedia"" 
Pembicara :  Leontinus Alpha Edison,… https://t.co/SSMyiN0tVH"
398,"Info from @pascauajy  -  Magister Teknik Sipil Universitas Atma Jaya Yogyakarta menyelenggarakan Kuliah Umum dengan Tema “Project Implementation Management” 
Pembicara : Ir. Sigit Prabowo,… https://t.co/uC2WtjyGKl"
399,"Info from palawauajy  -  ⛰Pendakian Masal GUNUNG MERBABU 3.142 MDPL VIA SELO⛰

Haii kawan semesta .. apa kabar ujianmu hari ini? Sudahkah belajar belon? Cupcup zangan berzedih mari kita… https://t.co/uYUx93z7iv"
400,"TERUNGKAP !!!
Perempuan yg minta jadi istri kedua cawapres 02 adalah mahasiswi UAJY.😂"
401,Pendaftaran dilakukan secara online melalui: https://t.co/MJKFjTtiYO
402,APTIKNAS bekerja sama dengan Program Studi Sistem Informasi UAJY akan menyelenggarakan Seminar SMARTIVIST Technology Industry 4.0 pada tanggal 2 April 2019 di Universitas Atma Jaya Yogyakarta. https://t.co/72vfMcPvi4
403,"VIRAL

Vincentia Tiffani mahasiswa UAJY mengklarifikasi soal permintaannya menjadi istri kedua Sandiaga!
https://t.co/UtqlRJAeym"
404,@permadiaktivis @Ferdinand_Haean Kalo sandi sewa abg uajy wowo sewa nenek2 😂😂 https://t.co/NJ7DZxqs28
405,@RustamIbrahim Dan almamaternya UAJY
406,"Vincentia Tiffani, seorang mahasiswa cantik Universitas Atma Jaya Yogyakarta (UAJY) mendadak jadi perbincangan banyak orang setelah dalam sebuah dialog peluncuran OK OCE di Sleman Sabtu (23/3/2019) lalu mengungkap kesediaannya menjadi istri kedua Sandiaga Uno. #RabuBiruSandi"
407,Klarifikasi Mahasiswi UAJY yang Mengaku Siap Jadi Istri Kedua Sandiaga Uno. #RabuBiruSandi
408,@zoelfick @nancy_mw @sandiuno Dan almamaternya UAJY bang
409,"Klarifikasi Mahasiswi UAJY yang Mengaku Siap Jadi Istri Kedua Sandiaga Uno
https://t.co/erR4ShhLSA https://t.co/gjBXzKqsoR"
410,Pleaseeeeeee ini neliti indomie bisa masuk e-journal uajy. Mantap lahhhhh https://t.co/GwW5v8Doex
411,@BerryHasan @uajy Loh wkwk
412,UAJY Buka Prodi Magister Teknik Industri Berbasis Business Analytics https://t.co/arKrfHYqTU via @tribunjogja #UAJYBerita #UAJY #AtmaJogja
413,Ah malu2in almamater UAJY ae mbak 😩
414,"apa?? mahasiswa UAJY??
ngisin²i alumni ya mbak @achi76? https://t.co/Mm8sDbGZG6"
415,UAJY Buka Prodi Magister Teknik Industri Berbasis Business Analytics https://t.co/WuHadn0uC6
416,"📣DISTRICT 43📣
ㅤㅤ
🍃 BOHO A FANTAZIE 🍃
ㅤㅤㅤㅤ
Senat Mahasiswa Fakultas Teknologi Industri UAJY proudly present: The closing ceremony of SPARKFEST#9: “DISTRICT 43”💫 ㅤㅤ
Our special main guest star
ㅤㅤ
BARASUARA🔥🔥🔥 https://t.co/7o3hi0zOyc"
417,Event malam ini syahdu info sound pliss call / wa 081328767873 &amp; 08121579576 #sewasoundjogja #sewasoundsystemjogja #soundjogja #soundsystemjogja #rentalsoundjogja #rentalsoundsystemjogja #eventjogja #kampusjogja #jogjaistimewa #ugm #upnjogja  #uny #uii #uajy #sadhar #uad #wedding https://t.co/haPakjpZV0
418,"[RESULT] Game Over. Beregu Putra. MD2. Lerry/Robertus (UAJY) menang atas Christian/Mohammad (UTP)
Skor : 21-16, 21-19

LIMA Badminton: Kaskus CJYC Season 7

@primawaterID @bliblidotcom @gojekindonesia @McDonalds_ID @kaskus @bolalob @infokost @tiket #LigaMahasiswa #kaskuspodcast https://t.co/A1xBlxmWdq"
419,"@alalalang @educationfess di uajy tp.
sosioo"
420,"Court 2. Beregu Putra. MD2. Lerry/Robertus (UAJY) VS Christian/Mohammad (UTP)
Game 2. Skor sementara : 13-12

LIMA Badminton: Kaskus CJYC Season 7

@primawaterID @bliblidotcom @gojekindonesia @McDonalds_ID @kaskus @bolalob @infokost @tiket #LigaMahasiswa #kaskuspodcast"
421,"Court 2. Beregu Putra. MD2. Lerry/Robertus (UAJY) VS Christian/Mohammad (UTP)
Game 2. Skor sementara : 5-7

LIMA Badminton: Kaskus CJYC Season 7

@primawaterID @bliblidotcom @gojekindonesia @McDonalds_ID @kaskus @bolalob @infokost @tiket #LigaMahasiswa #Kaskus"
422,"Court 2. Beregu Putra. MD2. Lerry/Robertus (UAJY) VS Christian/Mohammad (UTP)
Skor sementara : 17-12

LIMA Badminton: Kaskus CJYC Season 7

@primawaterID @bliblidotcom @gojekindonesia @McDonalds_ID @kaskus @bolalob @infokost @tiket #LigaMahasiswa #Kaskus"
423,"Court 2. Beregu Putra. MD2. Lerry/Robertus (UAJY) VS Christian/Mohammad (UTP)
Skor sementara : 12-6

LIMA Badminton: Kaskus CJYC Season 7

@primawaterID @bliblidotcom @gojekindonesia @McDonalds_ID @kaskus @bolalob @infokost @tiket #LigaMahasiswa #Kaskus"
424,"Tantangan dunia radio hari ini.

Materi Pak Yohannes (Dosen Ikom UAJY) https://t.co/dOYn2To1au"
