,content
0,"@mahandrarp Kabarnya, salah satu admin anak UGM"
1,"Safari Dakwah Yogyakarta
#kajianesia #uk_ugm #uk_pogung #uk_sleman #uk_bantul #uk_jogja #uk_yogyakarta #uk_01022019 #uk_02022019 #uk_jogja_01022019 #uk_jogja_02022019 #jogja #yogyakarta #kajianjogja #jogjamengaji
.

# Ikuti Kajian Akidah Bersama Ust. Dr. Ali Musri, MA #

Dok… https://t.co/ra0nqKOWJa"
2,"Berita terbaru (Selain UGM, Tim Prabowo Harap Kampus Lain Gelar Diskusi Visi-Misi Capres) telah ada di https://t.co/wFvQVXBJ5p - https://t.co/7STI8vVRkP https://t.co/RrE9adYp82"
3,"Selain UGM, Tim Prabowo Harap Kampus Lain Gelar Diskusi Visi-Misi Capres  https://t.co/3TmJze9Wcw"
4,"Bedah Visi Misi Capres di UGM, Sudirman Said: Ini Positif https://t.co/knNTbSPup5"
5,PDIP Dukung UGM Perjuangkan NU dan Muhammadiyah Terima Nobel Perdamaian – Okezone https://t.co/JerOWhuK1b https://t.co/yNUtfuv1D2
6,"@mlyvvn Tuition itu bayar sks, kalau fee bayar lain2 kyk gym, insurance, dll. Mirip BOP sm SPP UGM gitu."
7,BPN: Kampus Lain Harus Tiru Langkah UGM Bedah Visi Capres #KlikRMOL https://t.co/TTGYonUqNh
8,"@republikaonline Alumni UGM angkatan dia emang gak ada wa grupnya apa ya?

Koq kaya gak peduli amat temen seangkatannya jadi presiden.
Gak ada berita²nya gitu...

Padahal kepatil udang aja ampe diberitakan😔

https://t.co/7Q4kB41LKj"
9,coba aja UGM punya fakultas halusinasi..........
10,"@UGMYogyakarta ©KAMPUS MEDIA INFO™
#kampusmediainfo
➖➖➖
🌐 Media Sosial Official:
↪Instagram: @kampusmediainfo
↪Facebook: @kampusmediainfo
➖➖➖
✉ kampusmedia.info@gmail.com
🔹◽◽◽◽◽◽◽🔹
#kampusmedia #kampusmediainfo #mediakampus #infokampus #kampus #campus #university #institute https://t.co/mKc5EqJihZ"
11,"Universitas Gadjah Mada (UGM) @UGMYogyakarta 
➖➖➖
Moto: Memimpin Peradaban Bangsa
Didirikan: 19 Desember 1949
Jenis: Perguruan Tinggi Negeri Badan Hukum
Rektor: Prof. Ir. Panut Mulyono, M.Eng., D.Eng.
Lokasi:Yogyakarta, Indonesia
Situs web: https://t.co/pEj0nc6V8S
#infokampus https://t.co/EnnAGRadQ1"
